Customer ID,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Age,Married,Number of Dependents,Latitude,Longitude,Population,Churn Value
7044-YAACC,5,4,No Offer,Yes,6.03,No,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.2,280.35,30.75,0,24.12,Male,70,Yes,0,38.232389,-122.324944,26894,0
8189-XRIKE,0,32,Offer C,Yes,31.57,No,Fiber Optic,4,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,90.95,2897.95,25.55,0,1010.24,Female,80,No,0,37.504133,-122.032347,42491,0
3740-RLMVT,7,67,Offer A,Yes,42.07,No,Cable,12,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60.95,4119.4,17.19,0,2818.69,Male,79,Yes,0,38.581354,-122.296283,9423,0
2186-QZEYA,0,29,Offer C,Yes,8.88,Yes,DSL,22,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,58.55,1718.95,33.1,0,257.52000000000004,Female,68,No,0,37.687264,-122.15728,19815,0
5599-HVLTW,0,14,No Offer,Yes,7.34,Yes,Fiber Optic,3,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,80.35,1058.1,32.71,0,102.75999999999999,Female,73,No,0,37.834341,-122.26437,21097,0
9208-OLGAQ,0,18,No Offer,Yes,25.7,No,Fiber Optic,23,No,No,Yes,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,84.95,1443.65,4.76,70,462.59999999999997,Female,70,No,0,37.878554,-122.26609,10147,0
3244-CQPHU,0,72,Offer A,Yes,14.12,Yes,Fiber Optic,23,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.1,7746.7,44.81,0,1016.64,Female,77,No,0,37.872902,-122.303708,8157,0
2674-MLXMN,0,71,Offer A,Yes,34.36,Yes,Fiber Optic,13,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,99.65,6951.15,3.33,0,2439.56,Female,73,No,0,37.945288,-122.383941,28450,0
9708-HPXWZ,0,5,No Offer,No,0.0,No,DSL,4,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,45.4,214.75,0.0,0,0.0,Male,74,No,0,37.963995,-122.288296,25399,0
5792-JALQC,0,52,Offer B,Yes,34.0,Yes,DSL,3,Yes,No,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,59.85,3103.25,19.16,0,1768.0,Female,78,No,0,37.972662,-122.491452,40239,0
2675-OTVVJ,5,31,Offer C,Yes,46.06,Yes,Fiber Optic,18,Yes,No,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,89.45,2807.65,31.58,0,1427.8600000000001,Male,76,Yes,0,38.135897,-122.563683,16429,0
0537-QYZZN,6,24,Offer C,Yes,4.06,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,79.85,1857.75,0.0,0,97.44,Male,66,Yes,2,38.237018,-122.77872,31930,0
3340-QBBFM,9,36,Offer C,Yes,47.16,No,DSL,28,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,54.1,1992.85,1.09,0,1697.7599999999998,Male,65,Yes,0,38.235021,-122.557332,35419,0
2277-VWCNI,0,4,No Offer,Yes,31.13,Yes,DSL,15,No,No,No,No,No,No,No,Yes,Two Year,No,Mailed Check,48.75,179.85,0.0,0,124.52,Female,65,No,0,37.106902,-122.100006,1007,0
7576-JMYWV,7,46,Offer B,Yes,20.42,Yes,Fiber Optic,16,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.2,4972.1,0.0,0,939.32,Female,76,Yes,1,37.084697,-121.606417,5671,0
5227-JSCFE,9,71,Offer A,No,0.0,No,DSL,19,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,46.35,3353.4,18.64,0,0.0,Male,74,Yes,0,37.070177,-122.010077,14574,0
1608-GMEWB,0,45,Offer B,Yes,15.65,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,93.9,4200.25,0.0,0,704.25,Male,76,No,0,37.946282,-121.139499,23789,0
2665-NPTGL,8,26,Offer C,Yes,18.66,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,98.1,2510.7,44.17,0,485.16,Female,79,Yes,0,38.244806,-120.417301,460,0
0442-ZXKVS,2,54,Offer B,Yes,43.71,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,115.6,6431.05,0.0,0,2360.34,Female,79,Yes,0,37.524721,-120.757977,5513,0
0575-CUQOV,10,60,Offer B,Yes,17.05,No,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,97.95,5867.0,0.0,0,1023.0,Male,76,Yes,0,37.394536,-120.890747,7177,0
5329-KRDTM,4,72,Offer A,Yes,33.68,Yes,DSL,10,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,77.35,5396.25,0.0,0,2424.96,Male,73,Yes,0,38.109125,-120.078597,683,0
0707-HOVVN,0,70,Offer A,Yes,47.27,Yes,Cable,3,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.5,5212.65,0.0,0,3308.9,Female,79,No,0,38.121601,-120.133915,1278,0
9518-XXBXE,7,10,No Offer,Yes,25.13,No,Fiber Optic,30,Yes,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,75.3,720.45,0.0,0,251.29999999999998,Male,80,Yes,0,37.410236,-121.320337,15536,0
0423-UDIJQ,0,9,No Offer,Yes,7.11,No,DSL,12,No,No,No,Yes,No,No,No,Yes,Two Year,No,Mailed Check,49.2,447.9,0.0,0,63.99,Male,74,No,0,37.521708,-120.426843,1158,0
9029-FEGVJ,2,32,Offer C,Yes,2.17,Yes,Fiber Optic,11,No,No,Yes,No,No,No,No,Yes,Two Year,No,Mailed Check,79.3,2570.0,0.0,0,69.44,Female,68,Yes,0,33.141265,-116.967221,48690,0
8999-XXGNS,7,72,Offer A,Yes,18.15,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,105.75,7629.85,0.0,80,1306.8,Female,70,Yes,0,38.618347,-122.908422,17979,0
0471-ARVMX,8,62,Offer B,Yes,22.74,Yes,Fiber Optic,18,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.85,6312.9,0.0,0,1409.8799999999999,Female,70,Yes,0,38.93496,-122.792243,9902,0
7524-VRLPL,0,69,Offer A,Yes,13.36,Yes,Cable,10,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,74.1,5031.0,0.0,0,921.8399999999999,Male,71,No,0,38.966713,-123.586412,586,0
4884-TVUQF,0,57,Offer B,Yes,36.89,Yes,Fiber Optic,17,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,101.3,5779.6,0.0,0,2102.73,Female,80,No,0,38.415003,-122.998726,1880,0
8065-BVEPF,0,65,Offer B,Yes,18.23,No,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.1,6496.15,0.0,0,1184.95,Male,80,No,0,38.888351,-123.239647,335,0
6350-XFYGW,0,4,No Offer,Yes,19.0,No,Fiber Optic,17,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.75,422.4,0.0,0,76.0,Male,80,No,0,40.4785,-124.301372,2965,0
8755-IWJHN,5,69,No Offer,Yes,49.91,Yes,Fiber Optic,13,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.35,6382.0,0.0,0,3443.79,Male,73,Yes,0,40.342928,-124.063329,82,0
4480-QQRHC,0,8,No Offer,Yes,2.18,No,Fiber Optic,13,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.05,600.15,0.0,0,17.44,Female,72,No,0,40.557314,-124.081662,1201,0
0929-PECLO,0,63,Offer B,Yes,41.8,Yes,Fiber Optic,16,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.6,5538.8,0.0,0,2633.3999999999996,Female,74,No,0,41.572813,-124.035011,1215,0
9470-YFUYI,10,71,No Offer,Yes,11.35,No,DSL,24,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,71.0,5012.1,0.0,0,805.85,Male,69,Yes,0,40.142256,-123.852927,1851,0
7402-EYFXX,0,26,Offer C,Yes,25.04,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.6,2404.1,0.0,0,651.04,Male,65,No,0,40.89866,-123.539754,660,0
1986-PHGZF,0,18,Offer D,Yes,47.34,Yes,DSL,7,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,58.4,964.9,0.0,0,852.1200000000001,Male,73,No,0,38.921333,-120.897718,1140,0
8024-XNAFQ,0,72,No Offer,Yes,31.31,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,107.4,7748.75,0.0,0,2254.3199999999997,Female,66,No,0,38.154823,-121.601358,2010,0
2988-GBIVW,10,70,No Offer,Yes,38.5,Yes,Fiber Optic,25,Yes,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.85,6470.1,0.0,0,2695.0,Female,68,Yes,0,38.875508,-121.765866,1793,0
5956-YHHRX,0,21,Offer D,Yes,24.91,Yes,Fiber Optic,17,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,104.35,2271.85,0.0,130,523.11,Male,75,No,0,38.803731,-121.043799,1173,0
6008-NAIXK,0,54,No Offer,No,0.0,No,DSL,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,55.45,2966.95,0.0,0,0.0,Male,72,No,0,38.400264,-120.641274,4354,0
4007-NHVHI,0,56,No Offer,Yes,46.67,Yes,Fiber Optic,18,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,96.85,5219.65,0.0,0,2613.52,Female,69,No,0,38.688764,-121.457596,14010,0
8979-CAMGB,0,64,No Offer,Yes,10.07,Yes,Fiber Optic,26,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,102.1,6688.1,0.0,0,644.48,Male,67,No,0,38.333133,-121.920151,63157,0
7813-ZGGAW,0,31,Offer C,Yes,15.35,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.6,2877.95,0.0,0,475.84999999999997,Male,68,No,0,38.983388,-120.988814,1526,0
6583-KQJLK,5,15,Offer D,Yes,37.84,No,Fiber Optic,19,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.65,1285.05,0.0,0,567.6,Female,66,Yes,0,38.805481,-120.13287,25,0
6139-ZZRBQ,0,64,No Offer,Yes,4.99,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,1198.05,0.0,0,319.36,Male,79,No,0,38.749466,-121.184196,20675,0
7594-LZNWR,0,34,Offer C,Yes,13.56,No,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,69.15,2275.1,0.0,0,461.04,Male,67,No,0,38.542532,-121.378826,38818,0
3996-ZNWYK,5,71,No Offer,Yes,32.12,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8,1388.45,0.0,0,2280.52,Male,77,Yes,1,38.445939,-121.496855,9063,0
8760-ZRHKE,7,71,No Offer,Yes,48.59,Yes,DSL,15,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.2,4982.5,0.0,0,3449.8900000000003,Female,80,Yes,1,39.657228,-121.37778,1279,0
5216-WASFJ,4,31,Offer C,Yes,5.3,Yes,Fiber Optic,3,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.85,2633.4,0.0,0,164.29999999999998,Female,68,Yes,0,39.461768,-121.195825,262,0
4948-WBBKL,0,36,Offer C,Yes,41.57,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.9,2659.45,0.0,0,1496.52,Female,80,No,0,38.931425,-121.946081,19,0
8348-JLBUG,5,64,No Offer,Yes,14.87,No,Fiber Optic,16,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,80.3,5017.7,0.0,0,951.68,Male,77,Yes,0,39.423046,-120.984472,565,0
3339-EAQNV,7,72,No Offer,Yes,11.23,Yes,Fiber Optic,20,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,97.25,7133.1,0.0,0,808.5600000000001,Male,75,Yes,0,39.435756,-121.552071,1254,0
5730-RIITO,0,43,No Offer,No,0.0,No,DSL,18,Yes,Yes,No,No,No,No,No,No,Two Year,Yes,Credit Card,33.45,1500.25,0.0,40,0.0,Female,73,No,0,39.493991,-122.286363,8812,0
7515-LODFU,0,69,No Offer,Yes,20.62,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.3,1356.3,0.0,0,1422.78,Male,67,No,0,40.946785,-121.719489,4552,0
8041-TMEID,1,63,No Offer,Yes,37.12,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108.5,6991.9,0.0,0,2338.56,Male,73,Yes,0,39.913777,-122.289984,13840,0
6941-KXRRV,10,48,No Offer,Yes,34.43,No,DSL,2,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,58.95,2789.7,0.0,0,1652.6399999999999,Female,65,Yes,0,41.949216,-122.050062,1162,0
4501-UYKBC,0,46,No Offer,Yes,16.04,Yes,DSL,26,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.1,3255.35,0.0,0,737.8399999999999,Female,65,No,0,40.524535,-122.647172,911,0
5304-EFJLP,4,72,No Offer,Yes,16.92,Yes,Fiber Optic,19,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,111.65,8022.85,0.0,110,1218.2400000000002,Male,72,Yes,0,40.059385,-122.091481,3756,0
8875-AKBYH,0,20,Offer D,Yes,25.51,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,84.35,1745.2,0.0,10,510.20000000000005,Male,78,No,0,40.408796,-121.579609,124,0
0533-UCAAU,2,57,No Offer,Yes,48.16,Yes,DSL,10,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,71.1,4140.1,0.0,0,2745.12,Male,72,Yes,0,40.877552,-121.885884,431,0
1394-SUIUH,4,44,No Offer,Yes,44.44,No,Fiber Optic,6,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,85.15,3670.5,0.0,0,1955.36,Female,70,Yes,0,41.33832,-122.290756,7309,0
8565-WUXZU,7,72,No Offer,Yes,5.51,No,Fiber Optic,2,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,84.8,6141.65,0.0,0,396.71999999999997,Male,77,Yes,0,39.955164,-122.018567,439,0
2055-BFOCC,1,63,No Offer,Yes,40.65,No,DSL,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.0,5329.55,0.0,0,2560.95,Male,65,Yes,0,41.266008,-120.490731,277,0
4584-LBNMK,5,45,No Offer,Yes,44.91,Yes,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.7,1174.35,0.0,0,2020.9499999999998,Male,79,Yes,0,39.786755,-120.445626,4236,0
3898-GUYTS,0,45,No Offer,Yes,12.67,Yes,Fiber Optic,4,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,97.05,4385.05,0.0,0,570.15,Female,71,No,0,40.845738,-120.322219,61,0
3703-KBKZP,0,16,Offer D,Yes,22.02,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.45,1261.35,0.0,0,352.32,Male,70,No,0,40.346634,-120.386422,408,0
5117-IFGPS,7,29,Offer C,Yes,36.75,Yes,Fiber Optic,12,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.3,2357.75,0.0,0,1065.75,Male,73,Yes,0,39.178337,-120.162806,4002,0
2197-OMWGI,4,68,No Offer,No,0.0,No,DSL,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,53.0,3656.25,0.0,0,0.0,Female,65,Yes,1,34.043144,-118.251977,3524,0
7852-LECYP,8,13,Offer D,Yes,48.15,Yes,Fiber Optic,6,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,93.8,1261.0,0.0,0,625.9499999999999,Male,79,Yes,0,34.049841,-118.33846,67520,0
8595-SIZNC,5,22,Offer D,Yes,15.27,Yes,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.6,548.8,0.0,0,335.94,Female,69,Yes,0,34.078991,-118.263804,73686,0
8920-NAVAY,0,62,No Offer,Yes,47.8,Yes,Fiber Optic,8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.75,7053.35,0.0,0,2963.6,Male,66,No,0,33.954017,-118.402447,39334,0
9699-UBQFS,4,43,No Offer,Yes,3.66,Yes,Fiber Optic,22,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.5,4156.8,0.0,0,157.38,Female,76,Yes,0,34.108833,-118.229715,47534,0
1261-FWTTE,0,23,No Offer,No,0.0,No,Cable,2,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,34.65,768.45,0.0,0,0.0,Male,78,No,0,34.057496,-118.413959,2527,0
3528-HFRIQ,10,71,No Offer,No,0.0,No,Cable,28,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,52.3,3765.05,0.0,40,0.0,Male,73,Yes,0,34.137411,-118.328915,21728,0
3320-VEOYC,0,14,No Offer,Yes,37.62,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,1273.3,0.0,0,526.68,Male,65,No,0,34.099891,-118.414338,21397,0
9758-MFWGD,0,48,No Offer,No,0.0,No,DSL,19,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,29.9,1388.75,0.0,0,0.0,Female,75,Yes,2,33.914775,-118.348083,93315,0
1360-JYXKQ,1,54,No Offer,Yes,22.05,No,Fiber Optic,17,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.1,5437.1,0.0,0,1190.7,Female,68,Yes,0,33.944624,-118.192615,96267,0
6925-BAYGL,1,53,No Offer,Yes,19.03,Yes,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.1,1275.6,0.0,0,1008.59,Female,79,Yes,0,33.936291,-118.332639,27778,0
4135-FRWKJ,1,55,No Offer,Yes,34.57,Yes,Cable,19,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,76.25,4154.55,0.0,0,1901.35,Female,66,Yes,1,34.026334,-118.474222,19975,0
6551-ZCOTS,0,33,Offer C,Yes,3.15,Yes,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.9,847.8,0.0,0,103.95,Male,73,No,0,33.840399,-118.353714,41979,0
5995-SNNEW,1,23,No Offer,Yes,45.21,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104.45,2184.85,0.0,60,1039.83,Male,80,Yes,0,33.960891,-118.032222,38181,0
5371-VYLSX,0,50,No Offer,Yes,47.99,Yes,Fiber Optic,22,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.4,4113.7,0.0,0,2399.5,Female,65,No,0,33.771612,-118.143866,19034,0
4128-ETESU,3,47,No Offer,Yes,2.98,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,99.7,4747.2,0.0,140,140.06,Female,73,Yes,0,34.146635,-118.139225,16812,0
3295-YVUSR,0,2,No Offer,Yes,15.19,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,72.6,154.3,0.0,0,30.38,Male,73,No,0,34.167926,-118.267539,21990,0
8016-NCFVO,0,55,No Offer,Yes,29.3,Yes,Fiber Optic,10,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,116.5,6382.55,0.0,0,1611.5,Male,70,No,0,34.153338,-118.262974,14493,0
4119-ZYPZY,0,71,No Offer,Yes,34.8,Yes,Fiber Optic,21,No,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,106.8,7623.2,0.0,0,2470.7999999999997,Male,67,No,0,34.136306,-118.26036,17015,0
1078-TDCRN,7,3,No Offer,No,0.0,No,DSL,3,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.75,82.85,0.0,0,0.0,Female,75,Yes,0,34.129058,-118.759788,25303,0
5439-WIKXB,8,41,Offer B,Yes,46.46,No,Fiber Optic,2,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.55,3851.45,0.0,40,1904.8600000000001,Male,65,Yes,0,34.370378,-118.504118,30742,0
2080-CAZNM,0,41,Offer B,Yes,6.33,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,4133.95,0.0,0,259.53000000000003,Female,78,No,0,34.177267,-118.31003,11517,0
1028-FFNJK,1,30,Offer C,Yes,48.02,Yes,Fiber Optic,24,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.5,2917.65,0.0,0,1440.6000000000001,Male,79,Yes,0,34.213049,-118.317651,25882,0
3001-UNBTL,1,29,Offer C,Yes,49.36,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.95,2964.8,0.0,0,1431.44,Male,69,Yes,1,34.169706,-118.323548,18539,0
0786-IVLAW,0,66,No Offer,Yes,3.57,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,108.1,7238.6,0.0,0,235.61999999999998,Female,72,No,0,34.165783,-118.399795,27453,0
4282-ACRXS,2,38,Offer C,No,0.0,No,Cable,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.85,955.75,0.0,0,0.0,Male,69,Yes,0,34.084747,-117.886844,17554,0
7668-XCFYV,9,17,No Offer,Yes,3.83,Yes,Fiber Optic,20,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,1614.7,0.0,0,65.11,Female,77,Yes,0,34.14649,-117.849815,24973,0
5336-UFNZP,7,65,Offer B,Yes,19.58,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,107.45,7047.5,0.0,0,1272.6999999999998,Female,65,Yes,3,34.049172,-118.115022,26933,0
9233-PSYHO,0,45,Offer B,Yes,6.9,Yes,Fiber Optic,20,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.15,4459.8,0.0,0,310.5,Female,68,No,0,34.057256,-117.667677,54254,0
8777-MBMTS,10,65,Offer B,Yes,36.49,No,Fiber Optic,9,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,105.85,6725.5,0.0,0,2371.85,Female,65,Yes,0,34.061634,-117.893169,30458,0
2615-YVMYX,7,71,No Offer,Yes,30.59,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,107.5,7713.55,0.0,140,2171.89,Male,68,Yes,0,32.605012,-116.97595,9278,0
2851-STERV,0,35,No Offer,Yes,3.04,No,DSL,18,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,73.0,2471.25,0.0,0,106.4,Male,79,No,0,32.912664,-116.635387,1587,0
5419-JKZNQ,1,30,No Offer,Yes,2.86,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,77.9,2351.45,0.0,0,85.8,Male,65,Yes,0,32.759327,-116.99726,44652,0
1409-PHXTF,5,54,Offer B,Yes,32.56,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.45,6077.75,0.0,0,1758.2400000000002,Male,77,Yes,0,32.733564,-117.033713,24961,0
9591-YVTEB,0,55,Offer B,No,0.0,No,DSL,30,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,2479.05,0.0,0,0.0,Male,77,No,0,32.67102,-117.095235,62355,0
9309-BZGNT,7,69,No Offer,No,0.0,No,DSL,13,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,29.8,2134.3,0.0,0,0.0,Male,69,Yes,0,32.800671,-116.483363,1604,0
8075-GXIUB,3,9,No Offer,Yes,22.79,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.85,183.15,0.0,0,205.10999999999999,Male,79,Yes,0,32.730264,-116.950963,7863,0
6723-WSNTY,3,66,No Offer,Yes,6.94,Yes,Fiber Optic,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.1,7181.95,0.0,0,458.04,Female,73,Yes,0,32.948262,-117.256086,13945,0
2144-BFDSO,1,50,Offer B,Yes,9.18,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,108.75,5431.9,0.0,0,459.0,Female,70,Yes,0,33.215251,-116.53633,339,0
5647-FXOTP,1,60,Offer B,Yes,36.71,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.9,6401.25,0.0,110,2202.6,Female,71,Yes,0,33.174725,-116.743329,1143,0
6078-VESFR,1,13,No Offer,Yes,36.57,No,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.45,849.1,0.0,0,475.41,Male,78,Yes,0,33.22784,-117.200024,44692,0
